"Destinos","Indicadores","Orixe dos viaxeiros","CodTempo","Tempo","DatoN","DatoT"
"Ría de Muros e Noia","Indicador Estacional (2)","Fóra de Galicia",2017,"2017",3.0,"3,0"
"Ría de Muros e Noia","Indicador Estacional (2)","Fóra de Galicia",2018,"2018",2.9,"2,9"
"Ría de Muros e Noia","Indicador Estacional (2)","Fóra de Galicia",2019,"2019",30.5,"30,5"
"Ría de Muros e Noia","Indicador Estacional (2)","Fóra de Galicia",2020,"2020",-4.4,"-4,4"
"Ría de Muros e Noia","Indicador Estacional (2)","Fóra de Galicia",2021,"2021",80.0,"80,0"
"Ría de Muros e Noia","Indicador Estacional (2)","Fóra de Galicia",2022,"2022",77.9,"77,9"
"Ría de Muros e Noia","Indicador Estacional (2)","Fóra de Galicia",2023,"2023",72.6,"72,6"
"Ría de Vigo e Baixo Miño","Noites","Todas",2011,"2011",981035,"981.035"
"Ría de Vigo e Baixo Miño","Noites","Todas",2017,"2017",1272194,"1.272.194"
"Ría de Vigo e Baixo Miño","Noites","Todas",2018,"2018",1275201,"1.275.201"
"Ría de Vigo e Baixo Miño","Noites","Todas",2019,"2019",1342719,"1.342.719"
"Ría de Vigo e Baixo Miño","Noites","Todas",2020,"2020",694322,"694.322"
"Ría de Vigo e Baixo Miño","Noites","Todas",2021,"2021",1122679,"1.122.679"
"Ría de Vigo e Baixo Miño","Noites","Todas",2022,"2022",1568266,"1.568.266"
"Ría de Vigo e Baixo Miño","Noites","Todas",2023,"2023",1651212,"1.651.212"
"Ría de Vigo e Baixo Miño","Noites","Fóra de Galicia",2011,"2011",701241,"701.241"
"Ría de Vigo e Baixo Miño","Noites","Fóra de Galicia",2017,"2017",957595,"957.595"
"Ría de Vigo e Baixo Miño","Noites","Fóra de Galicia",2018,"2018",931739,"931.739"
"Ría de Vigo e Baixo Miño","Noites","Fóra de Galicia",2019,"2019",1040887,"1.040.887"
"Ría de Vigo e Baixo Miño","Noites","Fóra de Galicia",2020,"2020",442012,"442.012"
"Ría de Vigo e Baixo Miño","Noites","Fóra de Galicia",2021,"2021",768072,"768.072"
"Ría de Vigo e Baixo Miño","Noites","Fóra de Galicia",2022,"2022",1122025,"1.122.025"
"Ría de Vigo e Baixo Miño","Noites","Fóra de Galicia",2023,"2023",1146470,"1.146.470"
"Ría de Vigo e Baixo Miño","Indicador Área","Todas",2011,"2011",1673,"1.673"
"Ría de Vigo e Baixo Miño","Indicador Área","Todas",2017,"2017",2170,"2.170"
"Ría de Vigo e Baixo Miño","Indicador Área","Todas",2018,"2018",2175,"2.175"
"Ría de Vigo e Baixo Miño","Indicador Área","Todas",2019,"2019",2290,"2.290"
"Ría de Vigo e Baixo Miño","Indicador Área","Todas",2020,"2020",1184,"1.184"
"Ría de Vigo e Baixo Miño","Indicador Área","Todas",2021,"2021",1915,"1.915"
"Ría de Vigo e Baixo Miño","Indicador Área","Todas",2022,"2022",2675,"2.675"
"Ría de Vigo e Baixo Miño","Indicador Área","Todas",2023,"2023",2817,"2.817"
"Ría de Vigo e Baixo Miño","Indicador Área","Fóra de Galicia",2011,"2011",1196,"1.196"
"Ría de Vigo e Baixo Miño","Indicador Área","Fóra de Galicia",2017,"2017",1633,"1.633"
"Ría de Vigo e Baixo Miño","Indicador Área","Fóra de Galicia",2018,"2018",1589,"1.589"
"Ría de Vigo e Baixo Miño","Indicador Área","Fóra de Galicia",2019,"2019",1776,"1.776"
"Ría de Vigo e Baixo Miño","Indicador Área","Fóra de Galicia",2020,"2020",754,"754"
"Ría de Vigo e Baixo Miño","Indicador Área","Fóra de Galicia",2021,"2021",1310,"1.310"
"Ría de Vigo e Baixo Miño","Indicador Área","Fóra de Galicia",2022,"2022",1914,"1.914"
"Ría de Vigo e Baixo Miño","Indicador Área","Fóra de Galicia",2023,"2023",1956,"1.956"
"Ría de Vigo e Baixo Miño","Indicador Costa","Todas",2011,"2011",3517,"3.517"
"Ría de Vigo e Baixo Miño","Indicador Costa","Todas",2017,"2017",4560,"4.560"
"Ría de Vigo e Baixo Miño","Indicador Costa","Todas",2018,"2018",4571,"4.571"
"Ría de Vigo e Baixo Miño","Indicador Costa","Todas",2019,"2019",4813,"4.813"
"Ría de Vigo e Baixo Miño","Indicador Costa","Todas",2020,"2020",2489,"2.489"
"Ría de Vigo e Baixo Miño","Indicador Costa","Todas",2021,"2021",4024,"4.024"
"Ría de Vigo e Baixo Miño","Indicador Costa","Todas",2022,"2022",5622,"5.622"
"Ría de Vigo e Baixo Miño","Indicador Costa","Todas",2023,"2023",5919,"5.919"
"Ría de Vigo e Baixo Miño","Indicador Costa","Fóra de Galicia",2011,"2011",2514,"2.514"
"Ría de Vigo e Baixo Miño","Indicador Costa","Fóra de Galicia",2017,"2017",3433,"3.433"
"Ría de Vigo e Baixo Miño","Indicador Costa","Fóra de Galicia",2018,"2018",3340,"3.340"
"Ría de Vigo e Baixo Miño","Indicador Costa","Fóra de Galicia",2019,"2019",3731,"3.731"
"Ría de Vigo e Baixo Miño","Indicador Costa","Fóra de Galicia",2020,"2020",1584,"1.584"
"Ría de Vigo e Baixo Miño","Indicador Costa","Fóra de Galicia",2021,"2021",2753,"2.753"
"Ría de Vigo e Baixo Miño","Indicador Costa","Fóra de Galicia",2022,"2022",4022,"4.022"
"Ría de Vigo e Baixo Miño","Indicador Costa","Fóra de Galicia",2023,"2023",4110,"4.110"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2011,"2011",0.66,"0,66"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2017,"2017",0.87,"0,87"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2018,"2018",0.87,"0,87"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2019,"2019",0.92,"0,92"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2020,"2020",0.47,"0,47"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2021,"2021",0.77,"0,77"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2022,"2022",1.05,"1,05"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Todas",2023,"2023",1.10,"1,10"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Fóra de Galicia",2011,"2011",0.47,"0,47"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Fóra de Galicia",2017,"2017",0.65,"0,65"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Fóra de Galicia",2018,"2018",0.64,"0,64"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Fóra de Galicia",2019,"2019",0.71,"0,71"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Fóra de Galicia",2020,"2020",0.30,"0,30"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Fóra de Galicia",2021,"2021",0.52,"0,52"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Fóra de Galicia",2022,"2022",0.75,"0,75"
"Ría de Vigo e Baixo Miño","Indicador Poboación (1)","Fóra de Galicia",2023,"2023",0.76,"0,76"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Todas",2011,"2011",2.42,"2,42"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Todas",2017,"2017",3.17,"3,17"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Todas",2018,"2018",3.19,"3,19"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Todas",2019,"2019",3.34,"3,34"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Todas",2020,"2020",1.73,"1,73"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Todas",2021,"2021",2.79,"2,79"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Todas",2022,"2022",3.82,"3,82"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Todas",2023,"2023",4.01,"4,01"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Fóra de Galicia",2011,"2011",1.73,"1,73"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Fóra de Galicia",2017,"2017",2.39,"2,39"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Fóra de Galicia",2018,"2018",2.33,"2,33"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Fóra de Galicia",2019,"2019",2.59,"2,59"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Fóra de Galicia",2020,"2020",1.10,"1,10"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Fóra de Galicia",2021,"2021",1.91,"1,91"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Fóra de Galicia",2022,"2022",2.73,"2,73"
"Ría de Vigo e Baixo Miño","Indicador Poboación (2)","Fóra de Galicia",2023,"2023",2.79,"2,79"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Todas",2011,"2011",36.2,"36,2"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Todas",2017,"2017",30.1,"30,1"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Todas",2018,"2018",34.5,"34,5"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Todas",2019,"2019",33.9,"33,9"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Todas",2020,"2020",46.0,"46,0"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Todas",2021,"2021",41.1,"41,1"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Todas",2022,"2022",32.6,"32,6"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Todas",2023,"2023",27.0,"27,0"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Fóra de Galicia",2011,"2011",38.2,"38,2"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Fóra de Galicia",2017,"2017",36.7,"36,7"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Fóra de Galicia",2018,"2018",41.6,"41,6"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Fóra de Galicia",2019,"2019",34.9,"34,9"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Fóra de Galicia",2020,"2020",50.7,"50,7"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Fóra de Galicia",2021,"2021",45.1,"45,1"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Fóra de Galicia",2022,"2022",34.6,"34,6"
"Ría de Vigo e Baixo Miño","Indicador Estacional (1)","Fóra de Galicia",2023,"2023",32.9,"32,9"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Todas",2011,"2011",,"-"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Todas",2017,"2017",-9.1,"-9,1"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Todas",2018,"2018",6.7,"6,7"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Todas",2019,"2019",0.0,"0,0"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Todas",2020,"2020",-1.1,"-1,1"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Todas",2021,"2021",-4.9,"-4,9"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Todas",2022,"2022",-8.5,"-8,5"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Todas",2023,"2023",-14.1,"-14,1"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Fóra de Galicia",2011,"2011",,"-"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Fóra de Galicia",2017,"2017",-3.7,"-3,7"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Fóra de Galicia",2018,"2018",5.2,"5,2"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Fóra de Galicia",2019,"2019",28.8,"28,8"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Fóra de Galicia",2020,"2020",-2.7,"-2,7"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Fóra de Galicia",2021,"2021",46.2,"46,2"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Fóra de Galicia",2022,"2022",39.5,"39,5"
"Ría de Vigo e Baixo Miño","Indicador Estacional (2)","Fóra de Galicia",2023,"2023",37.8,"37,8"
"Ría e Terras de Pontevedra","Noites","Todas",2011,"2011",517769,"517.769"
"Ría e Terras de Pontevedra","Noites","Todas",2017,"2017",509332,"509.332"
"Ría e Terras de Pontevedra","Noites","Todas",2018,"2018",522812,"522.812"
"Ría e Terras de Pontevedra","Noites","Todas",2019,"2019",563071,"563.071"
"Ría e Terras de Pontevedra","Noites","Todas",2020,"2020",283763,"283.763"
"Ría e Terras de Pontevedra","Noites","Todas",2021,"2021",446869,"446.869"
"Ría e Terras de Pontevedra","Noites","Todas",2022,"2022",521228,"521.228"
"Ría e Terras de Pontevedra","Noites","Todas",2023,"2023",538945,"538.945"
"Ría e Terras de Pontevedra","Noites","Fóra de Galicia",2011,"2011",317459,"317.459"
"Ría e Terras de Pontevedra","Noites","Fóra de Galicia",2017,"2017",343424,"343.424"
"Ría e Terras de Pontevedra","Noites","Fóra de Galicia",2018,"2018",357934,"357.934"
"Ría e Terras de Pontevedra","Noites","Fóra de Galicia",2019,"2019",375035,"375.035"
"Ría e Terras de Pontevedra","Noites","Fóra de Galicia",2020,"2020",171025,"171.025"
"Ría e Terras de Pontevedra","Noites","Fóra de Galicia",2021,"2021",298822,"298.822"
"Ría e Terras de Pontevedra","Noites","Fóra de Galicia",2022,"2022",354283,"354.283"
"Ría e Terras de Pontevedra","Noites","Fóra de Galicia",2023,"2023",386783,"386.783"
"Ría e Terras de Pontevedra","Indicador Área","Todas",2011,"2011",1575,"1.575"
"Ría e Terras de Pontevedra","Indicador Área","Todas",2017,"2017",1549,"1.549"
"Ría e Terras de Pontevedra","Indicador Área","Todas",2018,"2018",1590,"1.590"
"Ría e Terras de Pontevedra","Indicador Área","Todas",2019,"2019",1712,"1.712"
"Ría e Terras de Pontevedra","Indicador Área","Todas",2020,"2020",863,"863"
"Ría e Terras de Pontevedra","Indicador Área","Todas",2021,"2021",1359,"1.359"
"Ría e Terras de Pontevedra","Indicador Área","Todas",2022,"2022",1585,"1.585"
"Ría e Terras de Pontevedra","Indicador Área","Todas",2023,"2023",1639,"1.639"
"Ría e Terras de Pontevedra","Indicador Área","Fóra de Galicia",2011,"2011",965,"965"
"Ría e Terras de Pontevedra","Indicador Área","Fóra de Galicia",2017,"2017",1044,"1.044"
"Ría e Terras de Pontevedra","Indicador Área","Fóra de Galicia",2018,"2018",1089,"1.089"
"Ría e Terras de Pontevedra","Indicador Área","Fóra de Galicia",2019,"2019",1141,"1.141"
"Ría e Terras de Pontevedra","Indicador Área","Fóra de Galicia",2020,"2020",520,"520"
"Ría e Terras de Pontevedra","Indicador Área","Fóra de Galicia",2021,"2021",909,"909"
"Ría e Terras de Pontevedra","Indicador Área","Fóra de Galicia",2022,"2022",1077,"1.077"
"Ría e Terras de Pontevedra","Indicador Área","Fóra de Galicia",2023,"2023",1176,"1.176"
"Ría e Terras de Pontevedra","Indicador Costa","Todas",2011,"2011",2488,"2.488"
"Ría e Terras de Pontevedra","Indicador Costa","Todas",2017,"2017",2447,"2.447"
"Ría e Terras de Pontevedra","Indicador Costa","Todas",2018,"2018",2512,"2.512"
"Ría e Terras de Pontevedra","Indicador Costa","Todas",2019,"2019",2706,"2.706"
"Ría e Terras de Pontevedra","Indicador Costa","Todas",2020,"2020",1363,"1.363"
"Ría e Terras de Pontevedra","Indicador Costa","Todas",2021,"2021",2147,"2.147"
"Ría e Terras de Pontevedra","Indicador Costa","Todas",2022,"2022",2505,"2.505"
"Ría e Terras de Pontevedra","Indicador Costa","Todas",2023,"2023",2590,"2.590"
"Ría e Terras de Pontevedra","Indicador Costa","Fóra de Galicia",2011,"2011",1525,"1.525"
"Ría e Terras de Pontevedra","Indicador Costa","Fóra de Galicia",2017,"2017",1650,"1.650"
"Ría e Terras de Pontevedra","Indicador Costa","Fóra de Galicia",2018,"2018",1720,"1.720"
"Ría e Terras de Pontevedra","Indicador Costa","Fóra de Galicia",2019,"2019",1802,"1.802"
"Ría e Terras de Pontevedra","Indicador Costa","Fóra de Galicia",2020,"2020",822,"822"
"Ría e Terras de Pontevedra","Indicador Costa","Fóra de Galicia",2021,"2021",1436,"1.436"
"Ría e Terras de Pontevedra","Indicador Costa","Fóra de Galicia",2022,"2022",1702,"1.702"
"Ría e Terras de Pontevedra","Indicador Costa","Fóra de Galicia",2023,"2023",1859,"1.859"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2011,"2011",0.77,"0,77"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2017,"2017",0.75,"0,75"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2018,"2018",0.77,"0,77"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2019,"2019",0.83,"0,83"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2020,"2020",0.42,"0,42"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2021,"2021",0.65,"0,65"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2022,"2022",0.76,"0,76"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Todas",2023,"2023",0.78,"0,78"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Fóra de Galicia",2011,"2011",0.47,"0,47"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Fóra de Galicia",2017,"2017",0.51,"0,51"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Fóra de Galicia",2018,"2018",0.53,"0,53"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Fóra de Galicia",2019,"2019",0.55,"0,55"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Fóra de Galicia",2020,"2020",0.25,"0,25"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Fóra de Galicia",2021,"2021",0.44,"0,44"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Fóra de Galicia",2022,"2022",0.52,"0,52"
"Ría e Terras de Pontevedra","Indicador Poboación (1)","Fóra de Galicia",2023,"2023",0.56,"0,56"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Todas",2011,"2011",2.79,"2,79"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Todas",2017,"2017",2.74,"2,74"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Todas",2018,"2018",2.81,"2,81"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Todas",2019,"2019",3.02,"3,02"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Todas",2020,"2020",1.52,"1,52"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Todas",2021,"2021",2.39,"2,39"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Todas",2022,"2022",2.77,"2,77"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Todas",2023,"2023",2.87,"2,87"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Fóra de Galicia",2011,"2011",1.71,"1,71"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Fóra de Galicia",2017,"2017",1.85,"1,85"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Fóra de Galicia",2018,"2018",1.92,"1,92"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Fóra de Galicia",2019,"2019",2.01,"2,01"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Fóra de Galicia",2020,"2020",0.92,"0,92"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Fóra de Galicia",2021,"2021",1.60,"1,60"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Fóra de Galicia",2022,"2022",1.88,"1,88"
"Ría e Terras de Pontevedra","Indicador Poboación (2)","Fóra de Galicia",2023,"2023",2.06,"2,06"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Todas",2011,"2011",43.1,"43,1"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Todas",2017,"2017",35.8,"35,8"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Todas",2018,"2018",41.6,"41,6"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Todas",2019,"2019",40.3,"40,3"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Todas",2020,"2020",62.4,"62,4"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Todas",2021,"2021",51.0,"51,0"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Todas",2022,"2022",42.5,"42,5"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Todas",2023,"2023",40.7,"40,7"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Fóra de Galicia",2011,"2011",44.7,"44,7"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Fóra de Galicia",2017,"2017",44.3,"44,3"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Fóra de Galicia",2018,"2018",48.1,"48,1"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Fóra de Galicia",2019,"2019",41.4,"41,4"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Fóra de Galicia",2020,"2020",61.0,"61,0"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Fóra de Galicia",2021,"2021",52.5,"52,5"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Fóra de Galicia",2022,"2022",41.5,"41,5"
"Ría e Terras de Pontevedra","Indicador Estacional (1)","Fóra de Galicia",2023,"2023",43.4,"43,4"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Todas",2011,"2011",,"-"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Todas",2017,"2017",-8.3,"-8,3"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Todas",2018,"2018",9.0,"9,0"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Todas",2019,"2019",0.1,"0,1"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Todas",2020,"2020",0.1,"0,1"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Todas",2021,"2021",-11.4,"-11,4"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Todas",2022,"2022",-8.5,"-8,5"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Todas",2023,"2023",-10.3,"-10,3"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Fóra de Galicia",2011,"2011",,"-"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Fóra de Galicia",2017,"2017",-1.2,"-1,2"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Fóra de Galicia",2018,"2018",5.4,"5,4"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Fóra de Galicia",2019,"2019",33.8,"33,8"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Fóra de Galicia",2020,"2020",-3.3,"-3,3"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Fóra de Galicia",2021,"2021",52.4,"52,4"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Fóra de Galicia",2022,"2022",52.9,"52,9"
"Ría e Terras de Pontevedra","Indicador Estacional (2)","Fóra de Galicia",2023,"2023",54.8,"54,8"
