YEAR/MONTH;H_VIAXEIROS;H_NOITES;H_ESTAD_MEDIA;TR_VIAXEIROS;TR_NOITES;TR_ESTAD_MEDIA;DE_ONDE;PROVINCIA
2017/Xaneiro;158634;282884;1,8;4494;7865;1,8;Todas as procedencias;GALICIA
2017/Febreiro;179698;310984;1,7;5504;8834;1,6;Todas as procedencias;GALICIA
2017/Marzo;222560;410421;1,8;7661;11589;1,5;Todas as procedencias;GALICIA
2017/Abril;377253;694042;1,8;20016;38374;1,9;Todas as procedencias;GALICIA
2017/Maio;399010;683429;1,7;18083;28002;1,6;Todas as procedencias;GALICIA
2017/Xu–o;466957;868876;1,9;22633;38842;1,7;Todas as procedencias;GALICIA
2017/Xullo;588140;1267165;2,2;31851;76076;2,4;Todas as procedencias;GALICIA
2017/Agosto;705408;1615964;2,3;41654;119170;2,9;Todas as procedencias;GALICIA
2017/Setembro;527839;1014086;1,9;27646;51345;1,9;Todas as procedencias;GALICIA
2017/Outubro;428851;810141;1,9;18777;33456;1,8;Todas as procedencias;GALICIA
2017/Novembro;239172;466701;2;8745;14563;1,7;Todas as procedencias;GALICIA
2017/Decembro;202132;383233;1,9;9455;20924;2,2;Todas as procedencias;GALICIA
2018/Xaneiro;164009;303264;1,9;4542;7288;1,6;Todas as procedencias;GALICIA
2018/Febreiro;181676;326011;1,8;6200;10602;1,9;Todas as procedencias;GALICIA
2018/Marzo;267366;494182;1,9;12295;23105;1,7;Todas as procedencias;GALICIA
2018/Abril;302710;580378;1,9;12921;20989;1,6;Todas as procedencias;GALICIA
2018/Maio;382717;680504;1,8;20861;30907;1,5;Todas as procedencias;GALICIA
2018/Xu–o;426307;813193;1,9;23521;37725;1,6;Todas as procedencias;GALICIA
2018/Xullo;508165;1149410;2,3;27771;60792;2,2;Todas as procedencias;GALICIA
2018/Agosto;638335;1500958;2,4;41313;109451;2,7;Todas as procedencias;GALICIA
2018/Setembro;491917;972150;2;29476;49463;1,7;Todas as procedencias;GALICIA
2018/Outubro;384469;759622;2;20926;33379;1,6;Todas as procedencias;GALICIA
2018/Novembro;237145;500036;2,1;10054;16856;1,7;Todas as procedencias;GALICIA
2018/Decembro;221861;414244;1,9;9407;17555;1,9;Todas as procedencias;GALICIA
2019/Xaneiro;165838;310111;1,9;4525;7996;1,8;Todas as procedencias;GALICIA
2019/Febreiro;182276;336183;1,8;5910;9985;1,7;Todas as procedencias;GALICIA
2019/Marzo;236030;459639;2;8268;13728;1,7;Todas as procedencias;GALICIA
2019/Abril;361936;685300;1,9;19567;34363;1,8;Todas as procedencias;GALICIA
2019/Maio;425307;765901;1,8;23436;35974;1,5;Todas as procedencias;GALICIA
2019/Xu–o;458837;869655;1,9;26757;40696;1,5;Todas as procedencias;GALICIA
2019/Xullo;538734;1218281;2,3;29363;67151;2,3;Todas as procedencias;GALICIA
2019/Agosto;660807;1561585;2,4;44079;112514;2,6;Todas as procedencias;GALICIA
2019/Setembro;528165;1035296;2;28968;46391;1,6;Todas as procedencias;GALICIA
2019/Outubro;414582;790546;1,9;18792;27544;1,5;Todas as procedencias;GALICIA
2019/Novembro;241546;500431;2,1;8648;13565;1,6;Todas as procedencias;GALICIA
2019/Decembro;239907;460726;1,9;9043;17138;1,9;Todas as procedencias;GALICIA
2020/Xaneiro;180317;339884;1,9;4038;6073;1,5;Todas as procedencias;GALICIA
2020/Febreiro;206955;389964;1,9;5426;8218;1,5;Todas as procedencias;GALICIA
2020/Marzo;89509;181298;2;1379;2092;1,5;Todas as procedencias;GALICIA
2020/Abril;0;0;0;..;..;..;Todas as procedencias;GALICIA
2020/Maio;5047;18199;3,6;160;217;1,4;Todas as procedencias;GALICIA
2020/Xu–o;56948;116471;2,1;3633;7608;2,1;Todas as procedencias;GALICIA
2020/Xullo;264759;608700;2,3;15475;42756;2,8;Todas as procedencias;GALICIA
2020/Agosto;396344;919074;2,3;28090;79752;2,8;Todas as procedencias;GALICIA
2020/Setembro;211556;418692;2;11530;23042;2;Todas as procedencias;GALICIA
2020/Outubro;142293;276943;2;6144;10804;1,8;Todas as procedencias;GALICIA
2020/Novembro;53263;133067;2,5;1352;2430;1,8;Todas as procedencias;GALICIA
2020/Decembro;53096;124003;2,3;1429;2531;1,8;Todas as procedencias;GALICIA
2021/Xaneiro;43847;111342;2,5;601;1261;2,1;Todas as procedencias;GALICIA
2021/Febreiro;42639;101490;2,4;292;768;2,6;Todas as procedencias;GALICIA
2021/Marzo;87430;176822;2;3329;5365;1,6;Todas as procedencias;GALICIA
2021/Abril;100896;192632;1,9;5569;9850;1,8;Todas as procedencias;GALICIA
2021/Maio;154200;284554;1,9;8672;12695;1,5;Todas as procedencias;GALICIA
2021/Xu–o;270110;519822;1,9;11558;19723;1,7;Todas as procedencias;GALICIA
2021/Xullo;498954;1081020;2,2;27885;64165;2,3;Todas as procedencias;GALICIA
2021/Agosto;655951;1518874;2,3;41077;108044;2,6;Todas as procedencias;GALICIA
2021/Setembro;464492;933729;2;24841;44164;1,8;Todas as procedencias;GALICIA
2021/Outubro;399130;747281;1,9;19552;32171;1,7;Todas as procedencias;GALICIA
2021/Novembro;230884;435577;1,9;8475;14479;1,7;Todas as procedencias;GALICIA
2021/Decembro;202542;393769;1,9;8083;15360;1,9;Todas as procedencias;GALICIA
2022/Xaneiro;128465;240292;1,9;3243;4948;1,5;Todas as procedencias;GALICIA
2022/Febreiro;179553;322886;1,8;4598;7325;1,6;Todas as procedencias;GALICIA
2022/Marzo;216493;412388;1,9;5519;8316;1,5;Todas as procedencias;GALICIA
2022/Abril;374977;673556;1,8;18484;31395;1,7;Todas as procedencias;GALICIA
2022/Maio;441688;762353;1,7;22694;31762;1,4;Todas as procedencias;GALICIA
2022/Xu–o;481175;897856;1,9;23079;36225;1,6;Todas as procedencias;GALICIA
2022/Xullo;619047;1312810;2,1;30775;67926;2,2;Todas as procedencias;GALICIA
2022/Agosto;723384;1616642;2,2;41301;104780;2,5;Todas as procedencias;GALICIA
2022/Setembro;567441;1067517;1,9;26782;44132;1,7;Todas as procedencias;GALICIA
2022/Outubro;457925;856278;1,9;18706;28837;1,5;Todas as procedencias;GALICIA
2022/Novembro;253723;497668;2;8673;13908;1,6;Todas as procedencias;GALICIA
2022/Decembro;249612;454183;1,8;8371;16045;1,9;Todas as procedencias;GALICIA
2023/Xaneiro;176532;320564;1,8;3409;5723;1,7;Todas as procedencias;GALICIA
2023/Febreiro;196652;351459;1,8;4532;7214;1,6;Todas as procedencias;GALICIA
2023/Marzo;250877;461111;1,8;5994;9399;1,6;Todas as procedencias;GALICIA
2023/Abril;429947;762786;1,8;17777;29249;1,7;Todas as procedencias;GALICIA
2023/Maio;480542;798694;1,7;19385;26082;1,4;Todas as procedencias;GALICIA
2023/Xu–o;499444;904247;1,8;21922;35186;1,6;Todas as procedencias;GALICIA
2023/Xullo;595074;1290824;2,2;28800;63892;2,2;Todas as procedencias;GALICIA
2023/Agosto;719722;1631894;2,3;37743;102449;2,7;Todas as procedencias;GALICIA
2023/Setembro;593625;1101249;1,9;27905;44892;1,6;Todas as procedencias;GALICIA
2023/Outubro;493246;894821;1,8;18120;28155;1,6;Todas as procedencias;GALICIA
2023/Novembro;268660;506482;1,9;7030;11443;1,6;Todas as procedencias;GALICIA
2023/Decembro;277228;488607;1,8;8994;17952;2;Todas as procedencias;GALICIA
2017/Xaneiro;133806;233001;..;4106;7178;..;Residentes en Espa–a;GALICIA
2017/Febreiro;150944;259619;..;4722;7330;..;Residentes en Espa–a;GALICIA
2017/Marzo;183403;336761;..;6687;10142;..;Residentes en Espa–a;GALICIA
2017/Abril;275310;533094;..;15625;31194;..;Residentes en Espa–a;GALICIA
2017/Maio;231162;436823;..;10069;15662;..;Residentes en Espa–a;GALICIA
2017/Xu–o;294836;599923;..;14223;24864;..;Residentes en Espa–a;GALICIA
2017/Xullo;427993;992971;..;23542;57006;..;Residentes en Espa–a;GALICIA
2017/Agosto;532857;1310118;..;32464;95040;..;Residentes en Espa–a;GALICIA
2017/Setembro;324660;706877;..;17945;35247;..;Residentes en Espa–a;GALICIA
2017/Outubro;276745;581362;..;13123;24210;..;Residentes en Espa–a;GALICIA
2017/Novembro;193308;387923;..;7800;12758;..;Residentes en Espa–a;GALICIA
2017/Decembro;171455;324672;..;8857;19428;..;Residentes en Espa–a;GALICIA
2018/Xaneiro;138288;249481;..;3962;6169;..;Residentes en Espa–a;GALICIA
2018/Febreiro;151232;265015;..;5343;8972;..;Residentes en Espa–a;GALICIA
2018/Marzo;218929;406165;..;10626;20288;..;Residentes en Espa–a;GALICIA
2018/Abril;218486;430021;..;9128;15520;..;Residentes en Espa–a;GALICIA
2018/Maio;231563;447645;..;11897;18919;..;Residentes en Espa–a;GALICIA
2018/Xu–o;283272;577608;..;14982;24383;..;Residentes en Espa–a;GALICIA
2018/Xullo;377584;914963;..;19928;45155;..;Residentes en Espa–a;GALICIA
2018/Agosto;483188;1210429;..;32012;87484;..;Residentes en Espa–a;GALICIA
2018/Setembro;320345;692979;..;18060;32737;..;Residentes en Espa–a;GALICIA
2018/Outubro;263596;559412;..;12952;21943;..;Residentes en Espa–a;GALICIA
2018/Novembro;195501;402090;..;8653;14413;..;Residentes en Espa–a;GALICIA
2018/Decembro;185832;346662;..;8457;15403;..;Residentes en Espa–a;GALICIA
2019/Xaneiro;139771;252961;..;3959;7121;..;Residentes en Espa–a;GALICIA
2019/Febreiro;155544;281245;..;5328;8012;..;Residentes en Espa–a;GALICIA
2019/Marzo;189698;364653;..;7090;11326;..;Residentes en Espa–a;GALICIA
2019/Abril;250716;494636;..;13520;25230;..;Residentes en Espa–a;GALICIA
2019/Maio;257141;506098;..;12270;19041;..;Residentes en Espa–a;GALICIA
2019/Xu–o;290639;591155;..;15416;25416;..;Residentes en Espa–a;GALICIA
2019/Xullo;404302;963299;..;20847;50196;..;Residentes en Espa–a;GALICIA
2019/Agosto;504005;1269972;..;34278;92647;..;Residentes en Espa–a;GALICIA
2019/Setembro;330300;711609;..;16084;29322;..;Residentes en Espa–a;GALICIA
2019/Outubro;273113;558569;..;11482;18588;..;Residentes en Espa–a;GALICIA
2019/Novembro;197689;412580;..;7445;11908;..;Residentes en Espa–a;GALICIA
2019/Decembro;207211;392872;..;8055;15556;..;Residentes en Espa–a;GALICIA
2020/Xaneiro;151176;278203;..;3549;5439;..;Residentes en Espa–a;GALICIA
2020/Febreiro;171517;317158;..;4833;7445;..;Residentes en Espa–a;GALICIA
2020/Marzo;74065;147182;..;1151;1838;..;Residentes en Espa–a;GALICIA
2020/Abril;0;0;..;..;..;..;Residentes en Espa–a;GALICIA
2020/Maio;4606;15557;..;..;..;..;Residentes en Espa–a;GALICIA
2020/Xu–o;53914;105791;..;3585;7539;..;Residentes en Espa–a;GALICIA
2020/Xullo;239192;552098;..;14506;39973;..;Residentes en Espa–a;GALICIA
2020/Agosto;357723;837783;..;26122;75147;..;Residentes en Espa–a;GALICIA
2020/Setembro;190153;373628;..;10625;21641;..;Residentes en Espa–a;GALICIA
2020/Outubro;126936;243277;..;5923;10408;..;Residentes en Espa–a;GALICIA
2020/Novembro;47909;113769;..;..;..;..;Residentes en Espa–a;GALICIA
2020/Decembro;48740;110512;..;1414;2510;..;Residentes en Espa–a;GALICIA
2021/Xaneiro;39470;96135;..;597;1253;..;Residentes en Espa–a;GALICIA
2021/Febreiro;38927;88896;..;292;768;..;Residentes en Espa–a;GALICIA
2021/Marzo;81456;159697;..;3226;5202;..;Residentes en Espa–a;GALICIA
2021/Abril;93955;174635;..;5358;9000;..;Residentes en Espa–a;GALICIA
2021/Maio;137888;249610;..;8227;12020;..;Residentes en Espa–a;GALICIA
2021/Xu–o;229307;443180;..;10416;17962;..;Residentes en Espa–a;GALICIA
2021/Xullo;437167;965649;..;25411;59346;..;Residentes en Espa–a;GALICIA
2021/Agosto;573951;1357260;..;36573;99439;..;Residentes en Espa–a;GALICIA
2021/Setembro;365209;770473;..;19350;36763;..;Residentes en Espa–a;GALICIA
2021/Outubro;304785;598102;..;15692;26893;..;Residentes en Espa–a;GALICIA
2021/Novembro;196209;374296;..;7383;12503;..;Residentes en Espa–a;GALICIA
2021/Decembro;180211;349464;..;7460;13992;..;Residentes en Espa–a;GALICIA
2022/Xaneiro;110569;199080;..;3031;4630;..;Residentes en Espa–a;GALICIA
2022/Febreiro;154371;275492;..;4091;6551;..;Residentes en Espa–a;GALICIA
2022/Marzo;174730;333271;..;4868;7408;..;Residentes en Espa–a;GALICIA
2022/Abril;273258;512967;..;13083;24057;..;Residentes en Espa–a;GALICIA
2022/Maio;271622;507294;..;13041;19670;..;Residentes en Espa–a;GALICIA
2022/Xu–o;313712;627517;..;14840;25876;..;Residentes en Espa–a;GALICIA
2022/Xullo;468358;1047247;..;22597;52993;..;Residentes en Espa–a;GALICIA
2022/Agosto;565207;1326055;..;31228;85005;..;Residentes en Espa–a;GALICIA
2022/Setembro;366182;760424;..;16616;30885;..;Residentes en Espa–a;GALICIA
2022/Outubro;302557;603541;..;12234;20697;..;Residentes en Espa–a;GALICIA
2022/Novembro;207642;406167;..;7236;11817;..;Residentes en Espa–a;GALICIA
2022/Decembro;203186;367004;..;7647;14941;..;Residentes en Espa–a;GALICIA
2023/Xaneiro;142572;249530;..;3029;5222;..;Residentes en Espa–a;GALICIA
2023/Febreiro;160423;280657;..;4020;6264;..;Residentes en Espa–a;GALICIA
2023/Marzo;197729;363922;..;4782;7757;..;Residentes en Espa–a;GALICIA
2023/Abril;286167;542473;..;11949;21858;..;Residentes en Espa–a;GALICIA
2023/Maio;265295;484001;..;10503;15052;..;Residentes en Espa–a;GALICIA
2023/Xu–o;312371;603252;..;13235;22577;..;Residentes en Espa–a;GALICIA
2023/Xullo;441357;1012291;..;21091;50242;..;Residentes en Espa–a;GALICIA
2023/Agosto;537349;1300802;..;28335;82591;..;Residentes en Espa–a;GALICIA
2023/Setembro;350866;722410;..;16877;29815;..;Residentes en Espa–a;GALICIA
2023/Outubro;305984;603907;..;11722;19830;..;Residentes en Espa–a;GALICIA
2023/Novembro;212355;406667;..;5934;9961;..;Residentes en Espa–a;GALICIA
2023/Decembro;210621;380507;..;8143;16294;..;Residentes en Espa–a;GALICIA
2017/Xaneiro;24828;49883;..;388;687;..;Residentes no estranxeiro;GALICIA
2017/Febreiro;28754;51365;..;782;1504;..;Residentes no estranxeiro;GALICIA
2017/Marzo;39157;73660;..;974;1447;..;Residentes no estranxeiro;GALICIA
2017/Abril;101943;160948;..;4391;7180;..;Residentes no estranxeiro;GALICIA
2017/Maio;167848;246606;..;8013;12340;..;Residentes no estranxeiro;GALICIA
2017/Xu–o;172121;268953;..;8410;13978;..;Residentes no estranxeiro;GALICIA
2017/Xullo;160147;274194;..;8309;19070;..;Residentes no estranxeiro;GALICIA
2017/Agosto;172552;305846;..;9190;24130;..;Residentes no estranxeiro;GALICIA
2017/Setembro;203179;307209;..;9701;16098;..;Residentes no estranxeiro;GALICIA
2017/Outubro;152106;228779;..;5654;9246;..;Residentes no estranxeiro;GALICIA
2017/Novembro;45864;78778;..;945;1805;..;Residentes no estranxeiro;GALICIA
2017/Decembro;30677;58561;..;598;1496;..;Residentes no estranxeiro;GALICIA
2018/Xaneiro;25721;53783;..;580;1119;..;Residentes no estranxeiro;GALICIA
2018/Febreiro;30444;60996;..;857;1630;..;Residentes no estranxeiro;GALICIA
2018/Marzo;48437;88017;..;1669;2817;..;Residentes no estranxeiro;GALICIA
2018/Abril;84224;150357;..;3793;5469;..;Residentes no estranxeiro;GALICIA
2018/Maio;151154;232858;..;8964;11988;..;Residentes no estranxeiro;GALICIA
2018/Xu–o;143035;235585;..;8539;13342;..;Residentes no estranxeiro;GALICIA
2018/Xullo;130582;234447;..;7843;15637;..;Residentes no estranxeiro;GALICIA
2018/Agosto;155147;290528;..;9301;21967;..;Residentes no estranxeiro;GALICIA
2018/Setembro;171572;279172;..;11416;16726;..;Residentes no estranxeiro;GALICIA
2018/Outubro;120873;200210;..;7974;11436;..;Residentes no estranxeiro;GALICIA
2018/Novembro;41644;97946;..;1400;2443;..;Residentes no estranxeiro;GALICIA
2018/Decembro;36030;67581;..;949;2152;..;Residentes no estranxeiro;GALICIA
2019/Xaneiro;26066;57149;..;566;875;..;Residentes no estranxeiro;GALICIA
2019/Febreiro;26732;54938;..;582;1972;..;Residentes no estranxeiro;GALICIA
2019/Marzo;46332;94986;..;1178;2402;..;Residentes no estranxeiro;GALICIA
2019/Abril;111219;190664;..;6047;9133;..;Residentes no estranxeiro;GALICIA
2019/Maio;168166;259803;..;11166;16933;..;Residentes no estranxeiro;GALICIA
2019/Xu–o;168198;278500;..;11341;15280;..;Residentes no estranxeiro;GALICIA
2019/Xullo;134432;254982;..;8516;16955;..;Residentes no estranxeiro;GALICIA
2019/Agosto;156802;291613;..;9801;19867;..;Residentes no estranxeiro;GALICIA
2019/Setembro;197865;323687;..;12884;17069;..;Residentes no estranxeiro;GALICIA
2019/Outubro;141469;231977;..;7310;8956;..;Residentes no estranxeiro;GALICIA
2019/Novembro;43857;87851;..;1203;1657;..;Residentes no estranxeiro;GALICIA
2019/Decembro;32696;67854;..;988;1582;..;Residentes no estranxeiro;GALICIA
2020/Xaneiro;29141;61681;..;489;634;..;Residentes no estranxeiro;GALICIA
2020/Febreiro;35438;72806;..;593;773;..;Residentes no estranxeiro;GALICIA
2020/Marzo;15444;34117;..;228;254;..;Residentes no estranxeiro;GALICIA
2020/Abril;0;0;..;..;..;..;Residentes no estranxeiro;GALICIA
2020/Maio;441;2642;..;..;..;..;Residentes no estranxeiro;GALICIA
2020/Xu–o;3034;10680;..;48;70;..;Residentes no estranxeiro;GALICIA
2020/Xullo;25567;56601;..;970;2783;..;Residentes no estranxeiro;GALICIA
2020/Agosto;38622;81290;..;1968;4605;..;Residentes no estranxeiro;GALICIA
2020/Setembro;21403;45064;..;905;1401;..;Residentes no estranxeiro;GALICIA
2020/Outubro;15356;33667;..;221;396;..;Residentes no estranxeiro;GALICIA
2020/Novembro;5354;19298;..;..;..;..;Residentes no estranxeiro;GALICIA
2020/Decembro;4356;13491;..;15;21;..;Residentes no estranxeiro;GALICIA
2021/Xaneiro;4377;15207;..;4;8;..;Residentes no estranxeiro;GALICIA
2021/Febreiro;3713;12594;..;0;0;..;Residentes no estranxeiro;GALICIA
2021/Marzo;5974;17125;..;103;163;..;Residentes no estranxeiro;GALICIA
2021/Abril;6941;17997;..;211;850;..;Residentes no estranxeiro;GALICIA
2021/Maio;16311;34944;..;445;675;..;Residentes no estranxeiro;GALICIA
2021/Xu–o;40803;76642;..;1142;1761;..;Residentes no estranxeiro;GALICIA
2021/Xullo;61787;115371;..;2474;4819;..;Residentes no estranxeiro;GALICIA
2021/Agosto;82000;161614;..;4504;8605;..;Residentes no estranxeiro;GALICIA
2021/Setembro;99283;163256;..;5491;7401;..;Residentes no estranxeiro;GALICIA
2021/Outubro;94344;149179;..;3860;5278;..;Residentes no estranxeiro;GALICIA
2021/Novembro;34675;61280;..;1092;1976;..;Residentes no estranxeiro;GALICIA
2021/Decembro;22331;44304;..;623;1368;..;Residentes no estranxeiro;GALICIA
2022/Xaneiro;17896;41212;..;212;318;..;Residentes no estranxeiro;GALICIA
2022/Febreiro;25182;47394;..;507;773;..;Residentes no estranxeiro;GALICIA
2022/Marzo;41763;79117;..;651;909;..;Residentes no estranxeiro;GALICIA
2022/Abril;101718;160589;..;5401;7338;..;Residentes no estranxeiro;GALICIA
2022/Maio;170066;255058;..;9653;12092;..;Residentes no estranxeiro;GALICIA
2022/Xu–o;167462;270339;..;8239;10349;..;Residentes no estranxeiro;GALICIA
2022/Xullo;150689;265563;..;8178;14933;..;Residentes no estranxeiro;GALICIA
2022/Agosto;158177;290587;..;10073;19775;..;Residentes no estranxeiro;GALICIA
2022/Setembro;201259;307093;..;10165;13247;..;Residentes no estranxeiro;GALICIA
2022/Outubro;155368;252737;..;6472;8140;..;Residentes no estranxeiro;GALICIA
2022/Novembro;46081;91501;..;1437;2092;..;Residentes no estranxeiro;GALICIA
2022/Decembro;46426;87180;..;724;1104;..;Residentes no estranxeiro;GALICIA
2023/Xaneiro;33960;71033;..;380;501;..;Residentes no estranxeiro;GALICIA
2023/Febreiro;36229;70802;..;512;950;..;Residentes no estranxeiro;GALICIA
2023/Marzo;53147;97189;..;1212;1642;..;Residentes no estranxeiro;GALICIA
2023/Abril;143780;220313;..;5829;7391;..;Residentes no estranxeiro;GALICIA
