FAOcode_clean,total_weight,total_value,total_catch,scientificname,commonname,status,in_pesca,in_ices,in_ram
jrh,NA,NA,0.05,NA,NA,NA,FALSE,TRUE,FALSE
jrs,NA,NA,256.28999999999996,NA,NA,NA,FALSE,TRUE,FALSE
jux,NA,NA,0.02,NA,NA,NA,FALSE,TRUE,FALSE
kct,NA,NA,0.17000000000000004,NA,NA,NA,FALSE,TRUE,FALSE
kcx,NA,NA,0.11000000000000001,NA,NA,NA,FALSE,TRUE,FALSE
kcz,NA,NA,14.54,NA,NA,NA,FALSE,TRUE,FALSE
kia,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
kpj,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
kyx,NA,NA,0.06,NA,NA,NA,FALSE,TRUE,FALSE
lah,NA,NA,2.57,NA,NA,NA,FALSE,TRUE,FALSE
las,NA,NA,0.36000000000000004,NA,NA,NA,FALSE,TRUE,FALSE
lbs,NA,NA,3.32,NA,NA,NA,FALSE,TRUE,FALSE
lda,NA,NA,0.04,NA,NA,NA,FALSE,TRUE,FALSE
lds,NA,NA,0.08,NA,NA,NA,FALSE,TRUE,FALSE
ldv,NA,NA,5.9799999999999995,NA,NA,NA,FALSE,TRUE,FALSE
lef,NA,NA,703.33,NA,NA,NA,FALSE,TRUE,FALSE
lgh,NA,NA,0.11,NA,NA,NA,FALSE,TRUE,FALSE
lha,NA,NA,0.5,NA,NA,NA,FALSE,TRUE,FALSE
lil,NA,NA,1.24,NA,NA,NA,FALSE,TRUE,FALSE
lim,NA,NA,0.02,NA,NA,NA,FALSE,TRUE,FALSE
lis,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
lkt,NA,NA,1.1500000000000001,NA,NA,NA,FALSE,TRUE,FALSE
lnz,NA,NA,98.44,NA,NA,NA,FALSE,TRUE,FALSE
loq,NA,NA,2.7399999999999998,NA,NA,NA,FALSE,TRUE,FALSE
los,NA,NA,13.259999999999996,NA,NA,NA,FALSE,TRUE,FALSE
lox,NA,NA,337.76,NA,NA,NA,FALSE,TRUE,FALSE
lps,NA,NA,1.08,NA,NA,NA,FALSE,TRUE,FALSE
lqa,NA,NA,0.49000000000000005,NA,NA,NA,FALSE,TRUE,FALSE
lvb,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
lvm,NA,NA,0.11,NA,NA,NA,FALSE,TRUE,FALSE
lxx,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
mak,NA,NA,62.24,NA,NA,NA,FALSE,TRUE,FALSE
mat,NA,NA,68.34,NA,NA,NA,FALSE,TRUE,FALSE
max,NA,NA,26888.57,NA,NA,NA,FALSE,TRUE,FALSE
maz,NA,NA,184553.44,NA,NA,NA,FALSE,TRUE,FALSE
mcd,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
mia,NA,NA,613.07,NA,NA,NA,FALSE,TRUE,FALSE
mll,NA,NA,0.06,NA,NA,NA,FALSE,TRUE,FALSE
mlo,NA,NA,0.03,NA,NA,NA,FALSE,TRUE,FALSE
mne,NA,NA,0.02,NA,NA,NA,FALSE,TRUE,FALSE
mnz,NA,NA,9290.51,NA,NA,NA,FALSE,TRUE,FALSE
mol,NA,NA,396.97999999999996,NA,NA,NA,FALSE,TRUE,FALSE
mop,NA,NA,0.27,NA,NA,NA,FALSE,TRUE,FALSE
mor,NA,NA,3.249999999999999,NA,NA,NA,FALSE,TRUE,FALSE
mox,NA,NA,0.33,NA,NA,NA,FALSE,TRUE,FALSE
mql,NA,NA,1.4900000000000002,NA,NA,NA,FALSE,TRUE,FALSE
mrk,NA,NA,0.06,NA,NA,NA,FALSE,TRUE,FALSE
msf,NA,NA,15.71,NA,NA,NA,FALSE,TRUE,FALSE
msk,NA,NA,52.87,NA,NA,NA,FALSE,TRUE,FALSE
msx,NA,NA,11.24,NA,NA,NA,FALSE,TRUE,FALSE
mtc,NA,NA,0.38,NA,NA,NA,FALSE,TRUE,FALSE
mts,NA,NA,6280.919999999999,NA,NA,NA,FALSE,TRUE,FALSE
mue,NA,NA,13.129999999999999,NA,NA,NA,FALSE,TRUE,FALSE
mui,NA,NA,99.60000000000001,NA,NA,NA,FALSE,TRUE,FALSE
mum,NA,NA,20.829999999999995,NA,NA,NA,FALSE,TRUE,FALSE
mus,NA,NA,83.75000000000003,NA,NA,NA,FALSE,TRUE,FALSE
myg,NA,NA,0.02,NA,NA,NA,FALSE,TRUE,FALSE
nau,NA,NA,0.1,NA,NA,NA,FALSE,TRUE,FALSE
nen,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
nex,NA,NA,0.04,NA,NA,NA,FALSE,TRUE,FALSE
nop,NA,NA,43.29,NA,NA,NA,FALSE,TRUE,FALSE
nuq,NA,NA,75.75999999999999,NA,NA,NA,FALSE,TRUE,FALSE
oat,NA,NA,0.14,NA,NA,NA,FALSE,TRUE,FALSE
ocm,NA,NA,1817.3600000000001,NA,NA,NA,FALSE,TRUE,FALSE
oct,NA,NA,37497.52,NA,NA,NA,FALSE,TRUE,FALSE
ocz,NA,NA,28.42,NA,NA,NA,FALSE,TRUE,FALSE
ofc,NA,NA,0.02,NA,NA,NA,FALSE,TRUE,FALSE
ofj,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
ofn,NA,NA,89.67999999999999,NA,NA,NA,FALSE,TRUE,FALSE
ogt,NA,NA,3.7999999999999994,NA,NA,NA,FALSE,TRUE,FALSE
olc,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
omm,NA,NA,12.329999999999998,NA,NA,NA,FALSE,TRUE,FALSE
omz,NA,NA,15267.570000000002,NA,NA,NA,FALSE,TRUE,FALSE
oph,NA,NA,2.11,NA,NA,NA,FALSE,TRUE,FALSE
ory,NA,NA,1.31,NA,NA,NA,FALSE,TRUE,FALSE
ouw,NA,NA,275.86,NA,NA,NA,FALSE,TRUE,FALSE
pal,NA,NA,25.76,NA,NA,NA,FALSE,TRUE,FALSE
pan,NA,NA,0.03,NA,NA,NA,FALSE,TRUE,FALSE
pax,NA,NA,5520.290000000001,NA,NA,NA,FALSE,TRUE,FALSE
pdz,NA,NA,58.169999999999995,NA,NA,NA,FALSE,TRUE,FALSE
pel,NA,NA,122355.90999999999,NA,NA,NA,FALSE,TRUE,FALSE
pen,NA,NA,2654.3199999999997,NA,NA,NA,FALSE,TRUE,FALSE
pez,NA,NA,32.2,NA,NA,NA,FALSE,TRUE,FALSE
pic,NA,NA,90.03,NA,NA,NA,FALSE,TRUE,FALSE
piq,NA,NA,0.04,NA,NA,NA,FALSE,TRUE,FALSE
pla,NA,NA,0.61,NA,NA,NA,FALSE,TRUE,FALSE
plz,NA,NA,4.8999999999999995,NA,NA,NA,FALSE,TRUE,FALSE
poc,NA,NA,0.32,NA,NA,NA,FALSE,TRUE,FALSE
ppx,NA,NA,1.4900000000000002,NA,NA,NA,FALSE,TRUE,FALSE
pra,NA,NA,25.07,NA,NA,NA,FALSE,TRUE,FALSE
prc,NA,NA,62548.47000000001,NA,NA,NA,FALSE,TRUE,FALSE
prr,NA,NA,0.16,NA,NA,NA,FALSE,TRUE,FALSE
psl,NA,NA,1.2600000000000002,NA,NA,NA,FALSE,TRUE,FALSE
pux,NA,NA,0.02,NA,NA,NA,FALSE,TRUE,FALSE
qpx,NA,NA,9.59,NA,NA,NA,FALSE,TRUE,FALSE
qul,NA,NA,0.02,NA,NA,NA,FALSE,TRUE,FALSE
raj,NA,NA,722.8399999999999,NA,NA,NA,FALSE,TRUE,FALSE
raz,NA,NA,2393.22,NA,NA,NA,FALSE,TRUE,FALSE
rcr,NA,NA,0.05,NA,NA,NA,FALSE,TRUE,FALSE
reb,NA,NA,44.25999999999999,NA,NA,NA,FALSE,TRUE,FALSE
reo,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
rez,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
rgl,NA,NA,0.15000000000000002,NA,NA,NA,FALSE,TRUE,FALSE
rhg,NA,NA,0.11,NA,NA,NA,FALSE,TRUE,FALSE
rin,NA,NA,0.04,NA,NA,NA,FALSE,TRUE,FALSE
rja,NA,NA,3.2399999999999998,NA,NA,NA,FALSE,TRUE,FALSE
rjb,NA,NA,1.2,NA,NA,NA,FALSE,TRUE,FALSE
rjg,NA,NA,1.25,NA,NA,NA,FALSE,TRUE,FALSE
rjk,NA,NA,0.81,NA,NA,NA,FALSE,TRUE,FALSE
rjo,NA,NA,7.229999999999999,NA,NA,NA,FALSE,TRUE,FALSE
rjp,NA,NA,0.02,NA,NA,NA,FALSE,TRUE,FALSE
rjr,NA,NA,0.29000000000000004,NA,NA,NA,FALSE,TRUE,FALSE
rjv,NA,NA,1.72,NA,NA,NA,FALSE,TRUE,FALSE
rjy,NA,NA,0.05,NA,NA,NA,FALSE,TRUE,FALSE
rli,NA,NA,0.03,NA,NA,NA,FALSE,TRUE,FALSE
rmm,NA,NA,18.91,NA,NA,NA,FALSE,TRUE,FALSE
rnh,NA,NA,32.019999999999996,NA,NA,NA,FALSE,TRUE,FALSE
roa,NA,NA,0.17000000000000004,NA,NA,NA,FALSE,TRUE,FALSE
rol,NA,NA,10.83,NA,NA,NA,FALSE,TRUE,FALSE
roz,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
rsk,NA,NA,108.22999999999999,NA,NA,NA,FALSE,TRUE,FALSE
sax,NA,NA,129.73,NA,NA,NA,FALSE,TRUE,FALSE
sbb,NA,NA,0.8,NA,NA,NA,FALSE,TRUE,FALSE
sbl,NA,NA,1,NA,NA,NA,FALSE,TRUE,FALSE
sbn,NA,NA,0.07,NA,NA,NA,FALSE,TRUE,FALSE
sbp,NA,NA,478.81,NA,NA,NA,FALSE,TRUE,FALSE
sbx,NA,NA,1179.0900000000001,NA,NA,NA,FALSE,TRUE,FALSE
sbz,NA,NA,198.88000000000002,NA,NA,NA,FALSE,TRUE,FALSE
scf,NA,NA,11.99,NA,NA,NA,FALSE,TRUE,FALSE
sck,NA,NA,0.24000000000000002,NA,NA,NA,FALSE,TRUE,FALSE
scl,NA,NA,342.39,NA,NA,NA,FALSE,TRUE,FALSE
sco,NA,NA,2440.4199999999996,NA,NA,NA,FALSE,TRUE,FALSE
scs,NA,NA,200.64999999999998,NA,NA,NA,FALSE,TRUE,FALSE
scu,NA,NA,0.09,NA,NA,NA,FALSE,TRUE,FALSE
scx,NA,NA,2249.62,NA,NA,NA,FALSE,TRUE,FALSE
sdh,NA,NA,0.7300000000000001,NA,NA,NA,FALSE,TRUE,FALSE
sds,NA,NA,0.1,NA,NA,NA,FALSE,TRUE,FALSE
sdv,NA,NA,154.93,NA,NA,NA,FALSE,TRUE,FALSE
sfr,NA,NA,0.33,NA,NA,NA,FALSE,TRUE,FALSE
shb,NA,NA,0.07,NA,NA,NA,FALSE,TRUE,FALSE
shd,NA,NA,933.6700000000001,NA,NA,NA,FALSE,TRUE,FALSE
shl,NA,NA,1.06,NA,NA,NA,FALSE,TRUE,FALSE
shq,NA,NA,0.04,NA,NA,NA,FALSE,TRUE,FALSE
shx,NA,NA,14.879999999999999,NA,NA,NA,FALSE,TRUE,FALSE
six,NA,NA,1363.13,NA,NA,NA,FALSE,TRUE,FALSE
skh,NA,NA,266.62,NA,NA,NA,FALSE,TRUE,FALSE
skx,NA,NA,95.96,NA,NA,NA,FALSE,TRUE,FALSE
slx,NA,NA,56.36999999999999,NA,NA,NA,FALSE,TRUE,FALSE
sna,NA,NA,0.04,NA,NA,NA,FALSE,TRUE,FALSE
snq,NA,NA,304.01000000000005,NA,NA,NA,FALSE,TRUE,FALSE
soi,NA,NA,0.9400000000000001,NA,NA,NA,FALSE,TRUE,FALSE
soo,NA,NA,1356.8100000000002,NA,NA,NA,FALSE,TRUE,FALSE
sor,NA,NA,10.76,NA,NA,NA,FALSE,TRUE,FALSE
sox,NA,NA,195.09999999999997,NA,NA,NA,FALSE,TRUE,FALSE
spl,NA,NA,0.16,NA,NA,NA,FALSE,TRUE,FALSE
spx,NA,NA,1.35,NA,NA,NA,FALSE,TRUE,FALSE
spz,NA,NA,2.63,NA,NA,NA,FALSE,TRUE,FALSE
sqc,NA,NA,5321.740000000001,NA,NA,NA,FALSE,TRUE,FALSE
squ,NA,NA,538.8800000000001,NA,NA,NA,FALSE,TRUE,FALSE
sqy,NA,NA,101.46,NA,NA,NA,FALSE,TRUE,FALSE
sqz,NA,NA,56.97,NA,NA,NA,FALSE,TRUE,FALSE
srg,NA,NA,1495.5900000000001,NA,NA,NA,FALSE,TRUE,FALSE
srj,NA,NA,1.6500000000000004,NA,NA,NA,FALSE,TRUE,FALSE
srr,NA,NA,0.26,NA,NA,NA,FALSE,TRUE,FALSE
srx,NA,NA,2819.2699999999995,NA,NA,NA,FALSE,TRUE,FALSE
ssd,NA,NA,0.1,NA,NA,NA,FALSE,TRUE,FALSE
ssg,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
ssx,NA,NA,0.63,NA,NA,NA,FALSE,TRUE,FALSE
sti,NA,NA,0.07,NA,NA,NA,FALSE,TRUE,FALSE
stq,NA,NA,0.05,NA,NA,NA,FALSE,TRUE,FALSE
stt,NA,NA,6.91,NA,NA,NA,FALSE,TRUE,FALSE
stu,NA,NA,9.489999999999998,NA,NA,NA,FALSE,TRUE,FALSE
stw,NA,NA,1.48,NA,NA,NA,FALSE,TRUE,FALSE
swm,NA,NA,1220.7199999999998,NA,NA,NA,FALSE,TRUE,FALSE
syr,NA,NA,154.22,NA,NA,NA,FALSE,TRUE,FALSE
syx,NA,NA,823.44,NA,NA,NA,FALSE,TRUE,FALSE
tcw,NA,NA,3.2599999999999993,NA,NA,NA,FALSE,TRUE,FALSE
thr,NA,NA,47.34,NA,NA,NA,FALSE,TRUE,FALSE
ths,NA,NA,6.319999999999999,NA,NA,NA,FALSE,TRUE,FALSE
tig,NA,NA,4.74,NA,NA,NA,FALSE,TRUE,FALSE
tod,NA,NA,164.87,NA,NA,NA,FALSE,TRUE,FALSE
toe,NA,NA,51.25,NA,NA,NA,FALSE,TRUE,FALSE
tqf,NA,NA,2.9699999999999998,NA,NA,NA,FALSE,TRUE,FALSE
tra,NA,NA,253.29000000000002,NA,NA,NA,FALSE,TRUE,FALSE
trc,NA,NA,21.580000000000005,NA,NA,NA,FALSE,TRUE,FALSE
tre,NA,NA,0.56,NA,NA,NA,FALSE,TRUE,FALSE
tri,NA,NA,200.65,NA,NA,NA,FALSE,TRUE,FALSE
trk,NA,NA,8.63,NA,NA,NA,FALSE,TRUE,FALSE
trp,NA,NA,0.59,NA,NA,NA,FALSE,TRUE,FALSE
trz,NA,NA,3,NA,NA,NA,FALSE,TRUE,FALSE
tsu,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
tto,NA,NA,0.05,NA,NA,NA,FALSE,TRUE,FALSE
ttr,NA,NA,143.85,NA,NA,NA,FALSE,TRUE,FALSE
ttv,NA,NA,0.24,NA,NA,NA,FALSE,TRUE,FALSE
tun,NA,NA,3526.89,NA,NA,NA,FALSE,TRUE,FALSE
tux,NA,NA,33,NA,NA,NA,FALSE,TRUE,FALSE
tvy,NA,NA,0.28,NA,NA,NA,FALSE,TRUE,FALSE
tzy,NA,NA,0.8600000000000001,NA,NA,NA,FALSE,TRUE,FALSE
ubs,NA,NA,1.62,NA,NA,NA,FALSE,TRUE,FALSE
uca,NA,NA,270.61,NA,NA,NA,FALSE,TRUE,FALSE
ucg,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
udv,NA,NA,0.14,NA,NA,NA,FALSE,TRUE,FALSE
urs,NA,NA,0.22,NA,NA,NA,FALSE,TRUE,FALSE
urx,NA,NA,4168.919999999999,NA,NA,NA,FALSE,TRUE,FALSE
uyh,NA,NA,0.21,NA,NA,NA,FALSE,TRUE,FALSE
vad,NA,NA,10.709999999999997,NA,NA,NA,FALSE,TRUE,FALSE
vla,NA,NA,0.02,NA,NA,NA,FALSE,TRUE,FALSE
vlo,NA,NA,2.8899999999999997,NA,NA,NA,FALSE,TRUE,FALSE
vuc,NA,NA,250.33999999999997,NA,NA,NA,FALSE,TRUE,FALSE
wag,NA,NA,0.01,NA,NA,NA,FALSE,TRUE,FALSE
wah,NA,NA,0.02,NA,NA,NA,FALSE,TRUE,FALSE
wex,NA,NA,238.50999999999996,NA,NA,NA,FALSE,TRUE,FALSE
wjp,NA,NA,0.02,NA,NA,NA,FALSE,TRUE,FALSE
wra,NA,NA,2557.23,NA,NA,NA,FALSE,TRUE,FALSE
wrm,NA,NA,0.27,NA,NA,NA,FALSE,TRUE,FALSE
wsa,NA,NA,0.31,NA,NA,NA,FALSE,TRUE,FALSE
xod,NA,NA,11.800000000000002,NA,NA,NA,FALSE,TRUE,FALSE
xsx,NA,NA,0.24,NA,NA,NA,FALSE,TRUE,FALSE
yex,NA,NA,0.09999999999999999,NA,NA,NA,FALSE,TRUE,FALSE
yfm,NA,NA,0.22,NA,NA,NA,FALSE,TRUE,FALSE
ynu,NA,NA,33.65,NA,NA,NA,FALSE,TRUE,FALSE
yrs,NA,NA,7.749999999999998,NA,NA,NA,FALSE,TRUE,FALSE
zex,NA,NA,0.48999999999999994,NA,NA,NA,FALSE,TRUE,FALSE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,1,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.904,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,1,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.775,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.72,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.679,FALSE,FALSE,TRUE
clupea harengus,NA,NA,NA,Clupea harengus,Herring,1,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.646,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.614,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.569,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.567,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.545,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.536,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.513,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.466,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.427,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.42,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.999,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.439,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.801,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.48,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.668,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.514,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.602,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.55,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.517,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.596,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.485,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.628,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.467,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.653,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.462,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.706,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.466,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.776,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.456,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.849,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.453,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.914,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.477,FALSE,FALSE,TRUE
lophius budegassa,NA,NA,NA,Lophius budegassa,Black bellied angler,0.967,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.509,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.542,FALSE,FALSE,TRUE
coryphaenoides rupestris,NA,NA,NA,Coryphaenoides rupestris,Roundnose grenadier,0.581,FALSE,FALSE,TRUE
